commenter_co,commenter_name,commenter_page,commenter_star,commenter_zan
" 虽然质量上只有电视剧成色，但能够表现正面战场的殉国将领，已经很是难得，值得鼓励。主演白恩很像姚子青。
        ",。,https://www.douban.com/people/asuka77se/,还行,98
" 援军被消灭，姚子清率五百余人死守宝山殉国，吕星辰演护士曹素君，父子被飞机扫死，军人想摸她的手，誓死不走、红颜薄命悲哀；男主棋友李仲贤、李大成牺牲、死前敬礼尽量煽情，巷战沙场、坦克、长镜头剪辑蛮赞，但主旋律拍得保守、严肃、凝重、压抑，编得类似《建军》，愣苦大仇深悲壮，缺少精巧与细腻
        ",释凡,https://www.douban.com/people/seafans/,还行,52
" 你们的背后是你们的浙江、四川、广东。
        ",本来老六,https://www.douban.com/people/luoying6/,力荐,103
" 没有刻意的煽情，没有激昂的口号，没有跌宕起伏的剧情，质朴地拍了姚子青守卫上海宝山的七天，质朴中有真情。好些桥段赘余，女学生擦澡一段简直莫名，但整体还是瑕不掩瑜。在影院哭成狗。得知此片是一企业家为了宣传乡里英雄投资的，心生敬意。
        ",囧奔的熊猫,https://www.douban.com/people/57156775/,推荐,52
" 淞沪会战保卫宝山有死无生浴血抗战！姚子青将军万岁！！！600壮士万岁！！！
        ",lqr021213,https://www.douban.com/people/11786089/,力荐,100
" 成本低，画质是电影频道那档次的。剧情中规中矩，每个渲染的细节基本都能猜到导演会怎么用，但依然会被感动。这片子可以说它俗套，但没法说它不真诚不用心。导演并没有因为战史资料缺乏细节就胡来，在群魔乱舞的抗日神剧里，这是一部良心之作。遗憾是全片自始至终没有出现青天白日满地红的旗帜。
        ",海扬尘,https://www.douban.com/people/haiyangchen/,推荐,48
" 为了忘却的纪念。期待更多国军抗日 影视作品，但不要拍成抗日神剧。最近《见字如面2》下架，貌似与《冲天》中 的一 段故事有关。希望别又禁锢起来！
        ",游侠一笑,https://www.douban.com/people/BIANJU20170418/,还行,42
" 影厅里观众不多，抽泣声却不少。一部几乎毫无宣传，一个演员都不认识，一本正经的抗日片，真实的历史，而排片少得可怜。它与《军舰岛》有着相似的问题，煽情过度，可能跟导演是诗人出身有点关系。最荒唐的莫过于，片尾合作伙伴列表里豆瓣是首席推广平台，结果现在竟连评分都不能展示出来。
        ",暗夜精灵,https://www.douban.com/people/4415314/,推荐,47
" 守城七日，玉石俱焚，又一次献上了泪水。已很久没有这种个人名义的英雄题材战争片，毕竟原名就叫姚子青，何况还是一名国民党将领，更为难得。影片战争场面效果合格，有血有肉有帅地描写了国军爱国将士们的鲜活形象，同时比较正面客观描写了作为敌方的日军形象，不煽动不丑化，也是创作成熟的象征。
        ",声色画报,https://www.douban.com/people/24274750/,推荐,32
" 大和?武藏?这是一九三七?不是我军不努力，奈何日军有高达啊。没想到这么多年了，大陆最好的抗战电影依旧是南京南京。就是个电视电影的水平，人物没根，脸谱化，换身皮一样能表现八路
        ",癸道,https://www.douban.com/people/ukawashou/,较差,16
" 特效战争场面做的都很好。题材选的也棒，细节做的不错，国产战争片里算很棒的了。
        ",狂飙突进小青年,https://www.douban.com/people/sturm/,推荐,37
" 希望有几个日籍演员
        ",语则则,https://www.douban.com/people/yuzebt/,2017-09-13 21:49:31,11
" 不知道怎么说，说不出哪里好也说不出哪里不好
        ",bobo弧度,https://www.douban.com/people/49862858/,还行,21
" 非常期待的电影，但是制作比较平庸，录音很差，可能是为了掩盖录音的失误，所以后期音效和配乐很强势。前面的节奏比较尴尬，剪辑也有点失误，但是女主角死后的几十分钟还不错，尤其是雨夜到巷战的戏很不错。从片头信息来看只是一个工作室加一个影视公司做的，能这样已经挺不容易了，支持一下。
        ",大爷,https://www.douban.com/people/47367894/,还行,17
" 从雨夜到巷战，哭肿了眼。“我们身后，就是你的浙江，你的贵州，你的江西，我们的广东和你们的四川。今天守卫的是宝山，捍卫的是国土！”姚子青与六百壮士永垂不朽！由此上溯到一千八百四十年，从那时起，为了反对内外敌人，争取民族独立和人民自由幸福，在历次斗争中牺牲的人民英雄们永垂不朽！
        ",Dagny,https://www.douban.com/people/chanel0214/,推荐,22
" 难得好的战争片，与大兵有一拼
        ",jasper的迷姐,https://www.douban.com/people/159306302/,推荐,29
" 排片量少得可怜，得，就当一个人包场看~ 这段历史应该被铭记！小成本电影，没有流量明星可宣传，诚意之作，瑕不掩瑜，值得看。
        ",重案组李Sir,https://www.douban.com/people/lzannie823/,推荐,41
" 听枪声就知道是那种电视剧级的，题材很好
        ",Mix Lee,https://www.douban.com/people/155878018/,还行,17
,,,,
,,,,
" 想求王珞丹不要再在男人电影里出现了
                
                ",琦殿,https://www.douban.com/people/yyy18n/,2015-08-29 22:36:08,3909
" 华语犯罪题材能做到这个程度真的很难得，非主旋律，有案件做驱动。角色的深度，人物关系的张力都很吸引人。最后高楼追逐一场绝对够紧张，满场尖叫。遗憾就是略长，最后有点太想铺人性了。在国产院线片，能触碰这么多禁区，也不容易。有一个相对类型的包裹，又有颗文艺的心。还不错。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,推荐,3254
" 很想给四星鼓励，但无奈从郭涛露出纹身那一刻开始往后的大部分情节在逻辑上特别是心理动机上都缺乏说服力或者足够的铺陈，再到最后出现第四人的反转和第三人的自杀简直把整个故事都摧毁了。导演可以有他的取舍改编考量但恕我接受无力。邓超强奸一个妈怎么就演变成了仨爸为了一个娃而死去活来？【中华】
        ",我要去荷兰,https://www.douban.com/people/Uvo/,还行,2784
" 段奕宏深柜，王珞丹莫名其妙、二楼房东莫名其妙、真凶莫名其妙、高虎跳海莫名其妙。。
        ",机器米,https://www.douban.com/people/newills/,还行,2579
" 表演很好，但最大败笔是犯罪动机及其后种种行为全都解释不通。这哪里是罪犯，简直是感动中国候选人物事迹展播。@解放碑UME
        ",慢先森,https://www.douban.com/people/mr.slow/,还行,2447
" “法律，是介于神性和动物性的合体。它非常可爱，它知道你好，又限制你没法恶到没边儿。哪个人心里没有那么点脏事儿…” 曹宝平再次屌炸天，整部片子除了结尾就是满分，高楼戏手心冒汗异常紧张，2015华语片十佳备选。“这么多年，其实每天都没指望还有明天。有些事烂肚子里，或许更有意义。”
        ",影志,https://www.douban.com/people/tjz230/,力荐,1882
" 段奕宏的眼神，深柜得动人。演得最好的犯罪分子，其实是真凶。看下来轻松自如，多数国产片看得想冲上去撕银幕。高楼戏拍的不错，三次坠落却大不一样，就是结尾那次中二了点。港片看多了的房东、据说乳贴上阵的王珞丹，还有不停地用普通话读【我干你母】，真是太不习惯了，求你们说闽南话好嘛。
        ",木卫二,https://www.douban.com/people/MovieL/,还行,1508
" 段奕宏也是喜欢邓超的吧！是吧是吧！从第一次救了邓超在楼下靠着摩托车等他那里就不对劲！一种直男间懵懂的好感！以及，撞见邓超搞基之后那场戏太萌了！尴尬美！一个大写的居委会大妈！
        ",黄青蕉,https://www.douban.com/people/sakimay/,推荐,1553
" 对段奕宏的喜爱上升到一个新高度，时而霸气警官时而居委会大妈反差萌，太帅了。
        ",唐小万,https://www.douban.com/people/imecstasy/,推荐,1335
" 单看某些细节不错，案件深入、高楼追逐、演员表演都是优点，在大陆警匪片领域有所突破。缺点是人物关联过于巧合（格局变窄），段轻松进入戒备森严的赌球场（站不住脚），窃听邻居交代不明，质问邓冒充gay（怕观众没看懂）等。广电结尾太渣（效仿《毒战》安乐死，为高虎刻意补拍的主观镜头煞风景）。
        ",大奇特(Grinch),https://www.douban.com/people/grinch/,较差,1186
" 手持摄影很有特色。男演员集体出彩。在现有审查体制下几乎顶到极限。作者风格和商业类型融合的很好，2015华语电影年度十佳。
        ",张小北,https://www.douban.com/people/xzfd/,推荐,1015
" 段奕宏就是Gay啊....段奕宏就是Gay啊....段奕宏就是Gay啊....（重要的事情说三遍）...
        ",朝阳区白百合,https://www.douban.com/people/50060410/,还行,933
" 广电总局翻身之作
        ",blue三点,https://www.douban.com/people/puggy/,推荐,945
" 人物和故事都呈现出二流TVB剧的白痴化状态，更令人崩溃的是，犯罪剧不拍人性恶却反倒一个劲的扬善塑造英模，那还不如直接去拍主旋律。
        ",LOOK,https://www.douban.com/people/2049622/,很差,821
" 高楼戏有加分，但整个剧本跟人物走都得太磕磕碰碰。李米的毛病在这部里变本加厉，剧本的所有转折，几乎全部都依赖巧合，台词屡次出现重大失误。关于同性的取舍完全变成了笑点。最后的反转为了制造戏剧感已经不管逻辑了。结尾整个事件的落脚点全放在对女孩的爱上，但前面完全没写出任何牵扯。
                
                ",小猪大侠,https://www.douban.com/people/2476748/,还行,716
" 资料馆2015.8.19.6pm 周迅亲来帮忙宣传。手持镜头和卡得很小的景别在前段制造了一种巨大的压力，在天台港片戏后就松掉了。模仿了下杀人短片。评书和监听房东都无故消失、王珞丹的感情线毫无必要，影片完整性大打折扣。父亲归来、父亲必须死，只为了女孩不受伤害的记忆，剧情怪异到只能当政治寓言看。
        ",xīn,https://www.douban.com/people/caesarphoenix/,还行,556
" 很失望，虽然之前也没多期待，但真觉得中国观众有时候挺容易被满足的，如此平庸的电影也能被捧上天。作为侦探片从一开始就失掉悬念不说，各种巧合狗血情节层出不穷。作为警匪片，场面调度和画面节奏都太国剧，更别提探讨什么人性了，除同性噱头在国内难得见到外一无是处的片子。
        ",纬誺,https://www.douban.com/people/50900048/,较差,554
" 原著非常狗血，任谁改编都是个挑战，有些问题都是先天性的，比如显得刻意的戏剧情节。类型片化娱乐性兼顾的尝试，剪辑还有点笨拙，总是剧透或解释太多等等，不过能看到以角色驱动的的故事，还那么基情四射，也是够醉人的，剪辑非常的凌厉精准，是部很娱乐的上乘之作！★★★☆
        ",亵渎电影,https://www.douban.com/people/zhangzongqian/,还行,455
" 前面确实好看，后面就乱了，什么天台追凶意外反转，最后还强制温情洗白；真的有种看星际穿越的感觉，这么好的冷血式题材呢，讲什么不好，最后啥都没有就是智商80的父爱……逗我。感觉导演有点拎不清定位。
        ",阿暖,https://www.douban.com/people/phoenix43/,还行,296
" 思明区群众协助西陇片警破获暗藏七年的重大历史遗留案件。万万没想到与台胞伪装基佬的派出所临时工、厦门做好事不留名的的士雷锋师傅、以及金元岛超高智商智障竟是罪魁祸首。结尾的马普供述居然联想至李米的昆明天桥伪纪录片自白。曹究竟是念旧之人，保持其内地绝对一流类型片导演水准。
        ",水怪,https://www.douban.com/people/shuixia1825/,推荐,330
,,,,
,,,,
" 1.新版主要目的是延长版权保护期2.真正3D化的《渔童》已经失败了，本片采用3D分层技术可谓尊老又创新3.原版的画面色彩得到极大修复4.新版配音比原版差太远5.新版对配乐的处理失当6.新版删简了若干情节7.怒赞五分钟的片尾，投以最热烈的掌声8.新版画面配上原版声音，就会是部经典中的经典！【厦门思明】
        ",我要去荷兰,https://www.douban.com/people/Uvo/,推荐,131
" 宣传很有问题，进场前大家都以为又是个恶心的翻拍，看了几分钟才发现完全就是那些年，我们一起看过的那部动画片的修复重生版。然后就如痴如醉的抖着脚又重温了一遍。
        ",荔枝超人,https://www.douban.com/people/richer725/,推荐,90
" 期待3d魔方大厦3d三个和尚3d九色鹿3d天书奇谭3d舒克与贝塔⋯⋯
        ",RAY,https://www.douban.com/people/2485936/,很差,87
" 贬低本片就是对中国老一辈动画艺术家的不尊重
        ",雷力疯行,https://www.douban.com/people/51291242/,力荐,101
" 除了片名叫做3D版，没发现还有哪是3D的，哦片尾也是。这片好难评价，就是把原版重新包装一遍弄出来，换一群人再配一遍音，陈佩斯的土地公最有味道。托塔天王、哪吒的配音都不喜欢。冯小刚配的太上老君就像个小流氓。在影院看这个还是蛮激动的，只是3D就算了，倒不如再看一遍原版
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,很差,46
" 原版修复值得赞赏，片尾上美厂黑白旧照与一大串外国人名的同时出现，让我感慨万千。但是，3D做法简直顾此失彼，如同当年彩色电影诞生之初为经典黑白片上色的蠢事。中国传统绘画的谐和、工整、伦理化的整体布局被突出的3D前景夺去画面视点，致使场面调度的构图失衡降效。对于所有翻版3D均应考量此
        ",向阳花,https://www.douban.com/people/sunflower0204/,还行,56
" 心目中儿时印象全毁了！还3D呢，用QQ影音转换个3D，效果都比这个立体！以前细腻的画风全被3D技术毁了，配音和配乐更是鸡肋的让人蛋疼，唯一的亮点就是最后那5分钟。一群明星配音就说明制作方对自己的这次抢钱行动没有信心，用了一群明星，片子照样烂的掉渣！3D啊，因为3D票价高嘛？★
        ",亵渎电影,https://www.douban.com/people/zhangzongqian/,很差,45
" 冷饭也要有个限度
        ",恒w恒,https://www.douban.com/people/3936657/,很差,35
" 所谓的3D效果就是给原动画进行了分层处理，但人物还是2D，这种观感略微奇怪，像在看剪纸动画，一层一层的。除去3D和配音，基本和当初的原版一样，你会惊叹那个年代上影老艺术家们对人物神态动作的把握和对话拿捏的程度，那些包袱即便我看了很多次，在今天重看，还是会发自内心地笑出来。
        ",山人阿苍苍,https://www.douban.com/people/Kiddieyi/,还行,27
" 保险起见还是先给个一星比较好
        ",[已注销],https://www.douban.com/people/yangtuo2/,很差,19
" 原版是经典，3D是鸡肋，只有片尾是真3D。新版配音方面值得一提的是，孙悟空骂马天君是“神马东西”倒是很贴切；陈佩斯的土地老一醒鼻涕让我想起了小品《吃面条》。
        ",大奇特(Grinch),https://www.douban.com/people/grinch/,2012-01-11 13:29:33,13
" 电影史上最出色的动画片之一，要重新投放市场，找明星重新配音，虽然觉得没啥必要，但配得也不差；3D化，虽然戴不戴眼镜没啥差别，不过最后字幕的3D效果说明这片明明可以很好的3D化的；但是你要把它宽银幕化，不是这样干的！丫的把1.33改成1.85，硬把人脑袋都砍了一半。文化基金500万
        ",本南丹蒂,https://www.douban.com/people/unicornwoo/,很差,14
" 原作是天宫神作，3D版是地狱作，看完之后心在滴血。画幅纵向比没有变化，横向加宽造成了画面空很多，构图被彻底改变；原版京剧配乐与画面结合完美，新版去掉很多，音画配合效果大减，新增音效更无效果；有些颜色不可乱用，尤其是桃色，在原片中非常多，且因年代久远而有的vintage感与新增颜色彻底分裂
        ",妖灵妖,https://www.douban.com/people/film101/,很差,5
" 豆瓣观影你们……被骗了……是2D的，连3D眼镜都没给我们……还纠结了半天：难道是裸眼3D，木想到就是给我们看的2D啊！！！！
        ",塔卡纳马塔塔,https://www.douban.com/people/patient334/,推荐,2
" 3D泥煤！
        ",江浅,https://www.douban.com/people/4405895/,较差,1
" 很想给五星来着 但是这3D太不给力了 你以为要扑面而来结果她就嘎然而止还莫名消失  只有片尾是真美可以做贺卡……
        ",T.V.Zoe ி,https://www.douban.com/people/T.V.Zoe/,还行,1
" 这个3D确实勾起了我年少的回忆，不是关于此片，而是那种折叠的贺卡，一打开有几层。就这个技术制作了好几年？国产技术你能不能给点希望？？骂归骂还是希望此片票房能超过什么喜洋洋，要不然太尴尬了，可是影院里又看的哈欠连天昏昏欲睡，真不给力！照这个和谐法，孙猴子被禁的那天不远了。
        ",麦克阿瑟,https://www.douban.com/people/m37157/,还行,1
" 这个配音阵容，我想知道都谁配谁啊……
        ",知心姐姐卢先生,https://www.douban.com/people/woodyallen_1935/,2011-12-15 19:27:59,12
" 每个人心中都有一个孙悟空
        ",邪小人,https://www.douban.com/people/zengyu/,还行,2
" 我没看过这3d版的。
        ",瓦达西瓦又又又桑只爱这巧克力,https://www.douban.com/people/yoyoyoyoyoyoyo/,很差,0
,,,,
,,,,
" 和当时的男朋友看的第一部电影。不会忘记他在黑暗中一次次望向我，小心翼翼怕我觉得无聊的眼神。电影，我请的，这哥们结账掏钱包太慢
        ",芋头,https://www.douban.com/people/myfriendyutong/,还行,910
" 剧情无脑又中二不必说了，重点是观影过程太尬了：第一次在影院看这么宅的电影，出字幕后根本没人退场！回头看全场都是死宅，百分之八十是男性、年龄单一，齐刷刷在等彩蛋。任何情节身旁的人都能“吃吃”的笑出声，看到福利处更是全场爆炸，路人想假装没看见的机会都没有……
        ",路西法尔,https://www.douban.com/people/luxifaer/,还行,339
" 东工大的朋友们，等着你们开发出AR美少女啊
        ",紫苑寺星流,https://www.douban.com/people/crosssli/,力荐,225
" 很适合大荧幕看的动画，BOSS战集大成让人鸟肌。找回SAO时代的记忆当然是很重要的呀，不然和亚丝娜做过的这种事和那种事都忘掉了怎么行！还有会唱歌能舔的AI美少女偶像 这个剧场版真的是太好看了（不对
        ",efuchan♡,https://www.douban.com/people/natsukitohno/,力荐,212
" 日本对于AI、VR的讨论着实走在其他同行的前列，怎么以个体的力量对抗某种虚拟的霸权，怎样不让欲望侵蚀造福人类的本心，继《夏日大作战》之后又一部令人热血沸腾的虚拟世界故事。相比只是在游戏框架下卿卿我我的《微微一笑很倾城》，不能不说，段位高。
        ",栗色雪,https://www.douban.com/people/tildali1214/,推荐,153
" 剧场版么，就是相干的不相干的人都要出来，组成主线也好，打个酱油也好，就像球赛的全明星赛，只是给观众个热闹。当个正经电影看就算了，无非一个情怀罢了。片尾彩蛋说刀剑要回归了，估计就是第三季uw篇，那时亚丝娜要沦为路人甲了，所以提前给个剧场版安抚一下亚丝娜的粉丝么。还是讨厌后宫番啊讨厌
        ",脸冢富士,https://www.douban.com/people/67863828/,还行,153
" 繪柄幾乎只有電視等級，原畫只在澤城美雪出現的幾場戲才會出現與劇場版規格相應的細膩，強烈懷疑這不是巧合…..
        ",焚紙樓,https://www.douban.com/people/80722428/,较差,70
" 比较粉丝向的片子，对这个系列没感情的观众，莫名其妙看这么个无趣的东西也是心塞，剧情没什么吸引力，动作场面也不太行，设定也比较一般。看前情回顾，感觉上一部的设定似乎更有趣。
        ",桃桃淘电影,https://www.douban.com/people/qijiuzhiyue/,较差,51
" 打的还挺炫的，但不知道为什么就是给人又臭又长的感觉，中途大家都出去上了很多次厕所（这个不是比喻）。美国动漫宅男真讨厌啊，又吵又臭，一直在各种嘲笑桐人，虽然我也有点忍不了他吧……大概就是老外也觉得此剧很雷，但不妨碍不算少的人在上映了这么久的工作日的上午去影院吐槽它。
        ",simonfaye,https://www.douban.com/people/simonyao/,很差,58
" 部分画面有点崩，总体来说不错，这份狗粮吃了！100 层 boss 是数据膨胀的受害者；博士一定是个强迫症；妹妹全程酱油；伪外挂最后被真外挂砍了；虚拟的刀剑、场景和 boss 如何实现碰撞体积？
        ",Zx.MYS,https://www.douban.com/people/zxmys/,还行,82
" 没看过第一季真的没有代入感，二次元不适合没有基础的老人看，中间睡着了…
        ",刘小黛,https://www.douban.com/people/darlingtudai/,2017-09-15 22:42:33,13
" 1.不止描绘英雄的爱情，也刻画了loser 的爱情；2.虚拟偶像、偶像，追星无处不在；3.曾经我们抽空遁入虚幻，如今我们偶尔看望现实。
        ",有意识的贱民,https://www.douban.com/people/kejinlong/,还行,9
" 如此熟悉的套路，但我还是陷进去了
        ",雄一样霸天下,https://www.douban.com/people/questwoo/,推荐,66
" 最喜欢看桐亚了，壮我大刀剑
        ",uydbejhzisoma,https://www.douban.com/people/130451028/,力荐,74
" 依然是经典的娱乐伪装下的赛博科幻深沉主题，SAO的最大优点就是能把很多经典科幻都难以言喻的玄得乎的科幻核心与技术哲学人文关怀落到最日常、最细腻的实处，这部剧场版也不例外
        ",梦羽灵泉,https://www.douban.com/people/38012408/,力荐,25
" 情怀分给你。最终 Boss 战梦回两年前的第一季，当时真是一不小心就看得鸡皮疙瘩，桐人连续技从天空把火精灵族长砍爆的场景永远不会忘记，燃到极点… 
        ",麥町呲溜变向,https://www.douban.com/people/udonmai/,推荐,61
" 影院中尴尬看完
        ",巫眠,https://www.douban.com/people/sirene/,2017-06-02 06:22:07,20
" 想不到日本在Virtual Reality和Augmented Reality方面已經出了這麼棒的電影了～對比感覺天朝還是在炒作概念也是real落後～唯一接受不了的是二次元裡千奇百怪花裡胡哨發色各異的女生造型～PS：OST也超讚,邊看邊聽還邊用Shazam在聽歌識曲～
        ",Dilettante G,https://www.douban.com/people/live4liberty/,推荐,9
" 之前完全没了解过 看下来有点费解但也能懂 觉得最大遗憾在于经费燃烧的点不太对 100层大boss对决完全是靠不成熟的快剪来硬砌激烈 挺粗糙的 细节化多几成心血下去更好。特别指出 这爱情线很是喜欢 双方不为了谁而盲目单干 两夫妻同心协力共同进退战胜困难 这狗粮有营养 我干了！
        ",喜悦姑娘的猫儿,https://www.douban.com/people/69475039/,较差,13
" 你们的精彩，我实在不懂。
        ",麦小白,https://www.douban.com/people/MagicK/,较差,11
,,,,
,,,,
" 首映礼看的。太恐怖了这个电影，不讲道理的，完全就是吴京在实现他这个小粉红的英雄梦。各种装备轮番上场，视物理逻辑于不顾，不得不说有钱真好，随意胡闹
        ",俏皮面,https://www.douban.com/people/z286424115/,较差,26452
" 吴京的炒作水平不输冯小刚，但小刚至少不会用主旋律来炒作…吴京让人看了不舒服，为了主旋律而主旋律，为了煽情而煽情，让人觉得他是个大做作、大谎言家。（7.29更新）片子整体不如湄公河行动，1.整体不够流畅，编剧有毒，台词尴尬；2.刻意做作的主旋律煽情显得如此不合时宜而又多余。
        ",Criminal001,https://www.douban.com/people/59550305/,较差,24084
" 15/100吴京的冷峰在这部里即像成龙，又像杰森斯坦森，但体制外的同类型电影，主角总是代表个人，无能的政府需要求助于这些英雄才能解决难题，体现的是个人的价值，所以主旋律照抄这种模式实际上是有问题的。我们以前嘲笑个人英雄主义，却没想到捆绑爱国主义的全能战士更加难以下咽。
        ",SELVEN,https://www.douban.com/people/SELVEN/,很差,16599
" 凭良心说，好看到不像《战狼1》的续集，完虐《湄公河行动》。PS：我也是醉了，那些说吴京角色打不死的，我想问你们哪部商业动作片没有个人英雄主义的，真为你们感到丢人。
        ",谢谢你们的鱼,https://www.douban.com/people/reave/,推荐,33898
" 《血战钢锯岭》中国人也会觉得好看，因为它歌颂的宗教情怀是超越政权的；但当你只想歌颂一个政权时，很明显就低了一个层次，甚至充满了现实乃至投机的考量，高下立见
        ",古尔齐亚,https://www.douban.com/people/gorfee/,较差,12436
" 犯我中华者，一定要诛吗？
        ",武侠小王子,https://www.douban.com/people/china-undead/,较差,10983
" 赵东来：达康书记，我们接到在非洲卧底的冷锋报告，丁义珍现在非洲，我们请求抓捕。李达康：东来，这件事先不要声张，特别是别让省厅知道，就你和我一起去非洲，加上冷锋同志，三人逮捕丁义珍。这次行就叫战狼2吧
        ",盲匪,https://www.douban.com/people/140007986/,力荐,15774
" 开篇长镜头惊险大气引人入胜 结合了水平不俗的快剪下实打实的真刀真枪 让人不禁热血沸腾 特别弹簧床架挡炸弹 空手接碎玻璃 弹匣割喉等帅得飞起！就算前半段铺垫节奏散漫主角光环开太大等也不怕 作为一个中国人 两个小时弥漫着中国强大得不可侵犯的氛围 还是让那颗民族自豪心砰砰砰跳个不停。
        ",喜悦姑娘的猫儿,https://www.douban.com/people/69475039/,推荐,18428
" 下一部拍喜剧吧，整个片子真感觉挺搞笑的
        ",二师兄,https://www.douban.com/people/71288514/,较差,8710
" 三星半，实打实的7分。第一集在爱国主旋律内部做着各种置换与较劲，但第二集才真正显露吴京的野心，他终于抛弃李忠志了，新增外来班底让硬件实力有机会和国际接轨，开篇水下长镜头和诸如铁丝网拦截RPG弹头的细节设计都让国产动作片重新封顶，在理念上，它甚至做到《绣春刀2》最想做到的那部分。
        ",法兰西胶片,https://www.douban.com/people/flxjp/,推荐,14040
" 爱国没问题，问题是人们在一部虚构的电影里感叹：祖国真的强大了！——这不是意淫是什么？
        ",比河更长更舒缓,https://www.douban.com/people/kingcopushu/,很差,7131
" 片头海里那场动作戏看完就呆不下去了，太假太做作，提前离场。
                
                ",格拉比,https://www.douban.com/people/2403953/,很差,7547
" 说喜欢这部片子的人不是装傻就是真傻，要不是真的没有别的可看肯定是不会选这部的，直男癌到令人发指，所有剧情走向也完全是九十年代那套照搬，审美这件事儿真不是一时半会儿能培养出来的。
        ",CobraCB,https://www.douban.com/people/CobraCB/,较差,6673
" 开头的水下长对决戏可算华语电影的顶尖存在；驱逐舰、导弹和坦克在商业片里这么狂用也是了得；镜头运用和笑点插入都很好莱坞爆米花，不功不过；从头打到尾是真拼，虽然镜头也有略乱时；因为没啥期望值，所以被吴京的野心吓了一跳；吴刚、于谦和丁海峰老三位像炖烂熟的牛筋，嚼着就舒服。
        ",张佳玮,https://www.douban.com/people/zhangjiawei/,推荐,7729
" 这部戏让人看的热血沸腾，对吴京路转粉，最后的彩蛋，让我们没有理由不期待下一部。
        ",九幽第一少,https://www.douban.com/people/153408545/,推荐,12399
" 目瞪狗呆！太瘠薄好看了！中国人牛b就是硬道理！（别再用标记日期骂我了朋友们  北京时间23号晚上首映礼看的我谢谢你们 啊哈哈哈哈哈
                
                ",虎哥,https://www.douban.com/people/57460299/,很差,4758
" 就是一部爽片，打戏挺燃，但是故事一般。达康书记不合适这个角色，赵东来倒是很合适。张瀚太太太违和了，分分钟穿越回偶像剧。
        ",丝米,https://www.douban.com/people/90529771/,较差,5612
" 扪心自问这种电影真没法评价，全片靠动作戏撑完，文戏都是扯淡，女主角毫无存在的必要，故事不需要逻辑只要主角开挂，但牛逼之处在于全片都透露着极强烈的爱国主义光环和意识形态枷锁，在祖国面前，一切反动派都是纸老虎，所以战狼一个人开挂团灭一个连都是合情合理的，动作戏还不错，挺用心，两星鼓励
        ",搬砖侠,https://www.douban.com/people/zhangfan187/,较差,5458
" 吴迪塞尔如入无人之境，7亿大陆直男在这一刻集体勃起。心往一处想，劲往一处使，你就能离开影厅不是个屌丝了？
        ",杨清宇,https://www.douban.com/people/47227767/,较差,3943
" 心往一处想，劲往一处使，就能实现我们的梦想。看吧，比第一部好太多了。谢谢美队的动作指导。
        ",结冰,https://www.douban.com/people/caiyanbin/,还行,3944
,,,,
,,,,
" 养赛狗的那个大哥实在是太帅了，大金链子小手表，还穿个貂，一言不合就把枪。
        ",pillbug,https://www.douban.com/people/pillbug/,还行,51
" 没有想象的那么差，动作戏是一般了点，但多次反转，剧情紧凑，虽有老梗，但都说的过去。有模仿《谍影重重》的嫌疑，换成了女性主角，但废话不多，干净利落，这样的悬疑动作片，可以给我多来点~
        ",潇雨,https://www.douban.com/people/54998502/,还行,26
" 包场！劳米最后这一刀是龙纹身女孩角色代入吧
        ",恶魔的步调,https://www.douban.com/people/Len./,还行,5
" 真不行啊！一会儿布鲁姆救女一，一会儿他成坏蛋，一会儿道格拉斯是被枪毙，一会儿他又是总boss，还有电梯里养狗那暴力男，好假啊！枪战与制作倒是专业水准，剧情太刻意为之
        ",释凡,https://www.douban.com/people/seafans/,还行,9
" 情节太过混乱，看懵了
        ",红藕香残玉簟秋,https://www.douban.com/people/127437486/,较差,9
" 有点儿女版伯恩的身份的味道，就是动作方面没法和男士比较，几位老戏骨的表演都不错。
        ",Carf,https://www.douban.com/people/4340710/,推荐,7
" 一星给开花被狗咬死
        ",Merov Mugatu!,https://www.douban.com/people/merovingianeven/,很差,4
" 阵容快赶上（超过）《谍影重重》系列了，风格也的确有《谍影重重》的影子，然而拍的实在太俗套了，相信这样的特工故事大多数人都能烂熟于心，而将片中特工的身份置换成女性却也丝毫无任何创新，这才是最可怕的。开花和一众戏骨甘心打酱油让人只觉暴殄天物，朱莉的那部《特工绍特》可轻松秒掉本片。
        ",痞影人科莱昂,https://www.douban.com/people/pirealwei/,较差,10
" 智商不太行，但演得还不错。Michael Apted 还是拍纪录片的好。
        ",vivi,https://www.douban.com/people/vivifyvivi/,还行,2
" 剪辑制作上都是很棒的，但是剧情设置上有一点儿乱。
        ",不懂相负,https://www.douban.com/people/77161027/,还行,1
" 电影很赞 我想说的是 成都首映环球中心9月9日坐在最后一排给我换了位置的那个姐姐 你老公在和一个叫“按摩小刘”的lady邀约下周去她那里按摩，希望你看到！
        ",老唐不吃四季豆,https://www.douban.com/people/52190451/,推荐,380
" 背后大boss的出现其实还可以更假一点
        ",方枪枪,https://www.douban.com/people/yalindongdong/,较差,3
" 扫雷结束，开篇的动向还不错，后面越来越蜜汁走向
        ",glim,https://www.douban.com/people/glim/,较差,2
